Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match
Baxter International Inc.,Deerfield,IL,-3171,https://www.baxter.com,https://www.linkedin.com/company/baxter-international,Both,,,pharmaceutical tablet manufacturing,85,Involves in manufacturing and R&D of pharmaceuticals.,,,,,
Teva Pharmaceutical Industries Ltd.,North Wales,PA,-3805,https://www.tevapharm.com,https://www.linkedin.com/company/teva-pharmaceuticals,Both,,,pharmaceutical tablet manufacturing,90,Engaged in tablet manufacturing and scientific research.,,,,,
Eli Lilly and Company,Indianapolis,IN,-2592,https://www.lilly.com,https://www.linkedin.com/company/lilly,Both,,,pharmaceutical tablet manufacturing,90,Active in both manufacturing and R&D of pharmaceuticals.,,,,,
AbbVie Inc.,North Chicago,IL,-9678,https://www.abbvie.com,https://www.linkedin.com/company/abbvie,Both,,,pharmaceutical tablet manufacturing,90,Involves in both manufacturing and R&D in pharmaceuticals.,,,,,
Johnson & Johnson,New Brunswick,NJ,-1655,https://www.jnj.com,https://www.linkedin.com/company/johnson-&-johnson,Both,,,pharmaceutical tablet manufacturing,95,Engaged in both tablet manufacturing and scientific research.,,,,,
Sanofi,Bridgewater,NJ,-6888,https://www.sanofi.com,https://www.linkedin.com/company/sanofi,Both,,,pharmaceutical tablet manufacturing,90,Active in both manufacturing and R&D of pharmaceuticals.,,,,,
AstraZeneca,Wilmington,DE,-5186,https://www.astrazeneca.com,https://www.linkedin.com/company/astrazeneca,Both,,,pharmaceutical tablet manufacturing,90,Involved in both manufacturing and R&D of pharmaceuticals.,,,,,
Roche Holding AG,Basel,BS,-1819,https://www.roche.com,https://www.linkedin.com/company/roche,Both,,,pharmaceutical tablet manufacturing,85,Engaged in both tablet manufacturing and scientific research.,,,,,
Cipla Limited,Mumbai,MH,-7412,https://www.cipla.com,https://www.linkedin.com/company/cipla,Both,,,pharmaceutical tablet manufacturing,85,Involved in both manufacturing and R&D of pharmaceuticals.,,,,,
Mylan N.V.,Canonsburg,PA,-3037,https://www.mylan.com,https://www.linkedin.com/company/mylan,Both,,,pharmaceutical tablet manufacturing,90,Engaged in both tablet manufacturing and scientific research.,,,,,
Sandoz International GmbH,Holzkirchen,BY,-91,https://www.sandoz.com,https://www.linkedin.com/company/sandoz,Both,,,pharmaceutical tablet manufacturing,85,Involved in both manufacturing and R&D of pharmaceuticals.,,,,,
Teva Pharmaceuticals,North Wales,PA,-3805,https://www.tevapharm.com,https://www.linkedin.com/company/teva-pharmaceuticals/,Both,,,generic drug tablet manufacturing,95,Teva is a leading generic drug manufacturer with extensive tablet formulation and manufacturing capabilities.,,,,,
Mylan N.V.,Canonsburg,PA,-3037,https://www.mylan.com,https://www.linkedin.com/company/mylan/,Both,,,generic drug tablet manufacturing,90,Mylan specializes in generic pharmaceuticals and has significant expertise in tablet manufacturing.,,,,,
Sandoz International GmbH,Holzkirchen,BY,-8451,https://www.sandoz.com,https://www.linkedin.com/company/sandoz/,Both,,,generic drug tablet manufacturing,92,"Sandoz is a major player in generic drugs, focusing on both formulation and manufacturing.",,,,,
Amgen Inc.,Thousand Oaks,CA,-2251,https://www.amgen.com,https://www.linkedin.com/company/amgen/,No Fit,,,generic drug tablet manufacturing,85,Primarily a biotech company focusing on innovative drugs rather than generic tablet manufacturing.,,,,,
Sun Pharmaceutical Industries Ltd.,Mumbai,MH,-9704,https://www.sunpharma.com,https://www.linkedin.com/company/sun-pharmaceutical-industries-ltd/,Both,,,generic drug tablet manufacturing,90,"Sun Pharma is one of India’s largest generic pharmaceutical companies, involved in both R&D and manufacturing.",,,,,
Cipla Limited,Mumbai,MH,-3424,https://www.cipla.com,https://www.linkedin.com/company/cipla-limited/,Both,,,generic drug tablet manufacturing,88,"Cipla is known for its generic formulations and manufacturing, particularly in tablets.",,,,,
Bristol-Myers Squibb,New York,NY,-4757,https://www.bms.com,https://www.linkedin.com/company/bristol-myers-squibb/,No Fit,,,generic drug tablet manufacturing,80,Focuses more on branded pharmaceuticals and innovative therapies rather than generics.,,,,,
"Lupin Pharmaceuticals, Inc.",Baltimore,MD,-1914,https://www.lupin.com,https://www.linkedin.com/company/lupin-pharmaceuticals/,Both,,,generic drug tablet manufacturing,87,Lupin specializes in generics and has a strong portfolio of tablet formulations.,,,,,
Reddy's Laboratories,Hyderabad,TG,-7649,https://www.drreddys.com,https://www.linkedin.com/company/dr-reddy's-laboratories/,Both,,,generic drug tablet manufacturing,90,Dr. Reddy's is well known for its generics and has significant manufacturing capabilities.,,,,,
Zydus Cadila,Ahmedabad,GJ,-6674,https://www.zyduscadila.com,https://www.linkedin.com/company/zydus-cadila/,Both,,,generic drug tablet manufacturing,89,"Zydus is a major player in the generic pharmaceutical industry, involved in R&D and manufacturing.",,,,,
Alvogen,Pine Brook,NJ,-5782,https://www.alvogen.com,https://www.linkedin.com/company/alvogen/,Both,,,generic drug tablet manufacturing,85,Alvogen focuses on generic drugs and has capabilities in tablet manufacturing.,,,,,
Hikma Pharmaceuticals,London,ENG,-14375,https://www.hikmapharmaceuticals.com,https://www.linkedin.com/company/hikma-pharmaceuticals/,Both,,,generic drug tablet manufacturing,87,"Hikma specializes in generic pharmaceuticals, including a range of tablet formulations.",,,,,
Aurobindo Pharma,Hyderabad,TG,-11619,https://www.aurobindo.com,https://www.linkedin.com/company/aurobindo-pharma-ltd/,Both,,,generic drug tablet manufacturing,90,Aurobindo is heavily involved in the generic tablet manufacturing market.,,,,,
Hetero Drugs Ltd.,Hyderabad,TG,-5632,https://www.heterodrugs.com,https://www.linkedin.com/company/hetero-drugs-ltd/,Both,,,generic drug tablet manufacturing,88,"Hetero specializes in generic medicines, including tablet formulations.",,,,,
Valeant Pharmaceuticals,Laval,QC,-9427,https://www.valeant.com,https://www.linkedin.com/company/valeant-pharmaceuticals/,No Fit,,,generic drug tablet manufacturing,80,Primarily focused on specialty pharmaceuticals rather than generics.,,,,,
AstraZeneca,Cambridge,ENG,-203179,https://www.astrazeneca.com,https://www.linkedin.com/company/astrazeneca/,No Fit,,,generic drug tablet manufacturing,85,Focuses on innovative pharmaceuticals rather than generic tablet manufacturing.,,,,,
Fresenius Kabi,Bad Homburg,HE,-6809,https://www.fresenius-kabi.com,https://www.linkedin.com/company/fresenius-kabi/,No Fit,,,generic drug tablet manufacturing,80,Primarily focused on sterile injectable and infusion products rather than tablets.,,,,,
Generics UK,Harlow,ENG,-624435,https://www.generics.uk.com,https://www.linkedin.com/company/generics-uk/,Both,,,generic drug tablet manufacturing,85,Focuses on generic medicines with experience in tablet manufacturing.,,,,,
NutraScience Labs,Farmingdale,NY,-5689,https://www.nutrasciencelabs.com,https://www.linkedin.com/company/nutrascience-labs,Both,,,nutraceutical tablet manufacturing,90,They provide R&D and manufacturing services for nutraceutical tablets.,,,,,
Vitaquest International,East Hanover,NJ,-3632,https://www.vitaquest.com,https://www.linkedin.com/company/vitaquest-international,Both,,,nutraceutical tablet manufacturing,85,They specialize in both formulation and manufacturing of nutraceuticals.,,,,,
Nutraceutical Corporation,Park City,UT,-2489,https://www.nutraceutical.com,https://www.linkedin.com/company/nutraceutical-corporation,Both,,,nutraceutical tablet manufacturing,88,Offers both R&D and manufacturing expertise in the nutraceutical sector.,,,,,
Ginkgo BioWorks,Boston,MA,-3265,https://www.ginkgobioworks.com,https://www.linkedin.com/company/ginkgo-bioworks,Scientific,,,nutraceutical tablet manufacturing,80,"Focuses on biotechnology and formulation, relevant for nutraceutical applications.",,,,,
Makers Nutrition,Hauppauge,NY,-1856,https://www.makersnutrition.com,https://www.linkedin.com/company/makers-nutrition,Both,,,nutraceutical tablet manufacturing,90,Offers comprehensive services in formulation and tablet manufacturing.,,,,,
NutraBlend Foods,O'Fallon,MO,-1875,https://www.nutrablend.com,https://www.linkedin.com/company/nutrablend-foods,Both,,,nutraceutical tablet manufacturing,82,Engages in both R&D and the manufacturing of nutraceutical products.,,,,,
Pure Encapsulations,Sudbury,MA,-3829,https://www.pureencapsulations.com,https://www.linkedin.com/company/pure-encapsulations,Both,,,nutraceutical tablet manufacturing,85,Specializes in high-quality nutraceutical formulation and production.,,,,,
Nutraceutical Innovations,La Jolla,CA,-3457,https://www.nutraceuticalinnovations.com,https://www.linkedin.com/company/nutraceutical-innovations,Both,,,nutraceutical tablet manufacturing,80,Offers both tablet formulation and manufacturing solutions.,,,,,
VitaSweets,Lyndhurst,NJ,-10021,https://www.vitasweets.com,https://www.linkedin.com/company/vitasweets,Both,,,nutraceutical tablet manufacturing,75,Engaged in both the manufacturing and formulation of nutraceutical products.,,,,,
Herbalife Nutrition Ltd.,Los Angeles,CA,-4222,https://www.herbalife.com,https://www.linkedin.com/company/herbalife,Both,,,nutraceutical tablet manufacturing,90,Involves both product formulation and manufacturing in the nutraceutical field.,,,,,
Nutra Manufacturing,Irwindale,CA,-3481,https://www.nutramfg.com,https://www.linkedin.com/company/nutra-manufacturing,Both,,,nutraceutical tablet manufacturing,85,Focuses on both manufacturing and formulation for nutraceuticals.,,,,,
Nutraceutical Solutions,Kalamazoo,MI,-4641,https://www.nutraceuticalsolutions.com,https://www.linkedin.com/company/nutraceutical-solutions,Both,,,nutraceutical tablet manufacturing,80,Provides both formulation and manufacturing for nutraceutical tablets.,,,,,
Aphena Pharma Solutions,Cookeville,TN,-4955,https://www.aphenapharma.com,https://www.linkedin.com/company/aphena-pharma-solutions,Both,,,nutraceutical tablet manufacturing,87,Offers both manufacturing and R&D services for nutraceuticals.,,,,,
The Vitamin Shoppe,Secaucus,NJ,-2353,https://www.vitaminshoppe.com,https://www.linkedin.com/company/the-vitamin-shoppe,No Fit,,,nutraceutical tablet manufacturing,75,Primarily a retail company with limited manufacturing capabilities.,,,,,
Nutraceuticals International,East Windsor,NJ,-6851,https://www.nutraceuticalsinternational.com,https://www.linkedin.com/company/nutraceuticals-international,Both,,,nutraceutical tablet manufacturing,82,Specializes in formulation and manufacturing of nutraceutical products.,,,,,
Nutraceuticals Group,Henderson,NV,-1669,https://www.nutraceuticalsgroup.com,https://www.linkedin.com/company/nutraceuticals-group,Both,,,nutraceutical tablet manufacturing,85,Engaged in both manufacturing and R&D for nutraceuticals.,,,,,
NutraPak USA,Pompano Beach,FL,-7127,https://www.nutrapakusa.com,https://www.linkedin.com/company/nutrapak-usa,Both,,,nutraceutical tablet manufacturing,78,Provides both manufacturing and formulation services for nutraceuticals.,,,,,
Zahler,Lakewood,NJ,-2509,https://www.zahler.com,https://www.linkedin.com/company/zahler,Both,,,nutraceutical tablet manufacturing,80,Engages in both the formulation and manufacturing of nutraceutical tablets.,,,,,
Catalent Pharma Solutions,Somerset,NJ,-7468,https://www.catalent.com,https://www.linkedin.com/company/catalent,Both,,,otc tablet manufacturing,90,Catalent provides both manufacturing and R&D services for tablets.,,,,,
Purdue Pharma L.P.,Stamford,CT,-8790,https://www.purduepharma.com,https://www.linkedin.com/company/purdue-pharma,Scientific,,,otc tablet manufacturing,85,Purdue specializes in pharmaceutical formulation and development.,,,,,
Boehringer Ingelheim,Ridgefield,CT,-5993,https://www.boehringer-ingelheim.com,https://www.linkedin.com/company/boehringer-ingelheim,Both,,,otc tablet manufacturing,88,Boehringer offers both R&D and manufacturing services.,,,,,
Amgen Inc.,Thousand Oaks,CA,-2251,https://www.amgen.com,https://www.linkedin.com/company/amgen,Scientific,,,otc tablet manufacturing,87,Amgen engages in R&D for pharmaceutical formulations.,,,,,
Teva Pharmaceutical Industries Ltd.,North Wales,PA,-3805,https://www.tevapharm.com,https://www.linkedin.com/company/tevapharmaceuticals,Both,,,otc tablet manufacturing,90,Teva is involved in both tablet manufacturing and R&D.,,,,,
Mylan N.V.,Canonsburg,PA,-3037,https://www.mylan.com,https://www.linkedin.com/company/mylan,Both,,,otc tablet manufacturing,92,Mylan develops and manufactures a wide range of tablets.,,,,,
Bristol-Myers Squibb,New York,NY,-4757,https://www.bms.com,https://www.linkedin.com/company/bristol-myers-squibb,Both,,,otc tablet manufacturing,89,Bristol-Myers is involved in both tablet manufacturing and R&D.,,,,,
Roche,Basel,BS,-1819,https://www.roche.com,https://www.linkedin.com/company/roche,Both,,,otc tablet manufacturing,90,Roche has capabilities in both manufacturing and R&D.,,,,,
GSK (GlaxoSmithKline),Philadelphia,PA,-5965,https://www.gsk.com,https://www.linkedin.com/company/glaxosmithkline,Both,,,otc tablet manufacturing,88,GSK is involved in both tablet manufacturing and formulation.,,,,,
Janssen Pharmaceuticals,Titusville,NJ,-9061,https://www.janssen.com,https://www.linkedin.com/company/janssen-pharmaceuticals,Both,,,otc tablet manufacturing,89,Janssen provides both manufacturing and R&D development.,,,,,
Sandoz,Princeton,NJ,-9735,https://www.sandoz.com,https://www.linkedin.com/company/sandoz,Both,,,otc tablet manufacturing,90,Sandoz specializes in both manufacturing and R&D for generic tablets.,,,,,
AstraZeneca,Wilmington,DE,-4186,https://www.astrazeneca.com,https://www.linkedin.com/company/astrazeneca,Both,,,otc tablet manufacturing,91,AstraZeneca is active in both tablet manufacturing and scientific research.,,,,,
Pfizer Inc.,New York,NY,-3267,https://www.pfizer.com,https://www.linkedin.com/company/pfizer,Both,,,otc tablet manufacturing,92,Pfizer conducts both tablet manufacturing and pharmaceutical development.,,,,,
Novartis,East Hanover,NJ,-9639,https://www.novartis.com,https://www.linkedin.com/company/novartis,Both,,,otc tablet manufacturing,90,Novartis is involved in both R&D and the manufacturing of tablets.,,,,,
"Merck & Co., Inc.",Kenilworth,NJ,-5647,https://www.merck.com,https://www.linkedin.com/company/merck,Both,,,otc tablet manufacturing,89,Merck engages in both tablet manufacturing and scientific research.,,,,,
Hikma Pharmaceuticals,London,ENG,-7375,https://www.hikma.com,https://www.linkedin.com/company/hikmapharmaceuticals,Both,,,otc tablet manufacturing,88,Hikma is involved in both R&D and tablet manufacturing.,,,,,
Eli Lilly and Company,Indianapolis,IN,-2592,https://www.lilly.com,https://www.linkedin.com/company/eli-lilly-and-company,Both,,,otc tablet manufacturing,90,Eli Lilly conducts both R&D and manufacturing of tablets.,,,,,
Alvogen,Reno,NV,-3103,https://www.alvogen.com,https://www.linkedin.com/company/alvogen,Both,,,otc tablet manufacturing,85,Alvogen is involved in both tablet formulation and manufacturing.,,,,,
"Catalent, Inc.",Morrisville,NC,-2997,https://www.catalent.com,https://www.linkedin.com/company/catalent,Both,,,cdmo tablet manufacturing,90,Catalent offers both engineering solutions for tablet manufacturing and scientific services for formulation development.,,,,,
Lonza Group AG,Basel,BL,-1447,https://www.lonza.com,https://www.linkedin.com/company/lonza,Both,,,cdmo tablet manufacturing,85,Lonza provides a wide range of services including tablet manufacturing and R&D for pharmaceutical products.,,,,,
Piramal Pharma Solutions,Plymouth Meeting,PA,-5441,https://www.piramalpharmasolutions.com,https://www.linkedin.com/company/piramal-pharma-solutions,Both,,,cdmo tablet manufacturing,88,Piramal specializes in both manufacturing and scientific services in the pharmaceutical space.,,,,,
Aenova Group,Munich,BY,-9387,https://www.aenova-group.com,https://www.linkedin.com/company/aenova-group,Both,,,cdmo tablet manufacturing,80,Aenova offers comprehensive services from formulation development to tablet manufacturing.,,,,,
Recipharm,Stockholm,ST,-5564,https://www.recipharm.com,https://www.linkedin.com/company/recipharm,Both,,,cdmo tablet manufacturing,82,Recipharm specializes in pharmaceutical manufacturing and offers R&D services.,,,,,
Siegfried Holding AG,Zofingen,AG,-789,https://www.siegfried.ch,https://www.linkedin.com/company/siegfried-holding-ag,Both,,,cdmo tablet manufacturing,75,Siegfried offers both manufacturing services and research capabilities.,,,,,
Boehringer Ingelheim,Ingelheim am Rhein,RP,-6160,https://www.boehringer-ingelheim.com,https://www.linkedin.com/company/boehringer-ingelheim,Both,,,cdmo tablet manufacturing,85,Boehringer Ingelheim is involved in both tablet manufacturing and pharmaceutical development.,,,,,
Famar,Athens,Attica,-3783,https://www.famar.gr,https://www.linkedin.com/company/famar,Both,,,cdmo tablet manufacturing,78,Famar provides both manufacturing and R&D services for pharmaceuticals.,,,,,
Hikma Pharmaceuticals,London,ENG,-9569,https://www.hikma.com,https://www.linkedin.com/company/hikma-pharmaceuticals,Both,,,cdmo tablet manufacturing,80,Hikma specializes in the production of tablets and has R&D capabilities.,,,,,
AMRI,Albany,NY,-3029,https://www.amriglobal.com,https://www.linkedin.com/company/amri,Both,,,cdmo tablet manufacturing,85,AMRI offers a range of services including tablet manufacturing and research.,,,,,
Alcami Corporation,Wilmington,NC,-2274,https://www.alcami.com,https://www.linkedin.com/company/alcami,Both,,,cdmo tablet manufacturing,82,Alcami provides both manufacturing services and scientific research in drug development.,,,,,
Patheon,Durham,NC,-10916,https://www.patheon.com,https://www.linkedin.com/company/patheon,Both,,,cdmo tablet manufacturing,90,Patheon specializes in both pharmaceutical manufacturing and R&D services.,,,,,
"Formulation Technologies, Inc.",Huntington Beach,CA,-2987,https://www.formulationtechnologies.com,https://www.linkedin.com/company/formulation-technologies-inc,Scientific,,,cdmo tablet manufacturing,78,Focused on formulation and development services for tablet manufacturing.,,,,,
SoluBest,Houston,TX,-9552,https://www.solubest.com,https://www.linkedin.com/company/solubest,Scientific,,,cdmo tablet manufacturing,80,"Expertise in formulation services, particularly for tablets.",,,,,
Kindeva Drug Delivery,St. Paul,MN,-2837,https://www.kindeva.com,https://www.linkedin.com/company/kindeva-drug-delivery,Both,,,cdmo tablet manufacturing,85,Kindeva provides both manufacturing and formulation services.,,,,,
Celerion,Lincoln,NE,-3107,https://www.celerion.com,https://www.linkedin.com/company/celerion,Scientific,,,cdmo tablet manufacturing,75,Focuses on clinical research and development for pharmaceutical products.,,,,,
Veristat,South Windsor,CT,-2943,https://www.veristat.com,https://www.linkedin.com/company/veristat,Scientific,,,cdmo tablet manufacturing,80,"Provides services for pharmaceutical development, particularly in formulations.",,,,,
AstraZeneca,Cambridge,ENG,-1615,https://www.astrazeneca.com,https://www.linkedin.com/company/astrazeneca,Both,,,cdmo tablet manufacturing,88,AstraZeneca is involved in both manufacturing and research of pharmaceutical products.,,,,,
Boehringer Ingelheim Animal Health,Gainesville,FL,-6925,https://www.boehringer-ingelheim.com,https://www.linkedin.com/company/boehringer-ingelheim,Both,,,veterinary tablet manufacturing,90,They engage in both veterinary formulations and manufacturing.,,,,,
Zoetis Inc.,Parsippany,NJ,-3415,https://www.zoetis.com,https://www.linkedin.com/company/zoetis,Both,,,veterinary tablet manufacturing,95,They provide veterinary pharmaceuticals and engage in tablet manufacturing.,,,,,
"Merial, a Sanofi Company",Duluth,GA,-5097,https://www.merial.com,https://www.linkedin.com/company/merial,Both,,,veterinary tablet manufacturing,85,Involved in veterinary product development and manufacturing.,,,,,
Elanco Animal Health,Greenfield,IN,-6093,https://www.elanco.com,https://www.linkedin.com/company/elanco,Both,,,veterinary tablet manufacturing,90,Focuses on veterinary pharmaceuticals and their manufacturing.,,,,,
Vetoquinol USA Inc.,Fort Worth,TX,-3840,https://www.vetoquinolusa.com,https://www.linkedin.com/company/vetoquinol-usa-inc-,Both,,,veterinary tablet manufacturing,80,Engaged in both veterinary medication formulation and manufacturing.,,,,,
Bimeda Inc.,Oakbrook Terrace,IL,-3303,https://www.bimeda.com,https://www.linkedin.com/company/bimeda,Both,,,veterinary tablet manufacturing,80,Specializes in veterinary products and their manufacture.,,,,,
VetMedin,Dublin,Ireland,-5482,https://www.vetmedin.com,https://www.linkedin.com/company/vetmedin,Both,,,veterinary tablet manufacturing,75,"Focuses on veterinary pharmaceuticals, including tablets.",,,,,
Ceva Santé Animale,Libourne,France,-124,https://www.ceva.com,https://www.linkedin.com/company/ceva-sante-animale,Both,,,veterinary tablet manufacturing,80,Develops and manufactures veterinary medicines.,,,,,
Intervet Inc.,Millsboro,DE,-2835,https://www.intervet.com,https://www.linkedin.com/company/intervet,Both,,,veterinary tablet manufacturing,80,Involved in R&D and manufacturing of veterinary products.,,,,,
Patterson Veterinary,St. Paul,MN,-9225,https://www.pattersonvet.com,https://www.linkedin.com/company/patterson-veterinary,No Fit,,,veterinary tablet manufacturing,70,Focuses on distribution rather than manufacturing.,,,,,
Heska Corporation,Loveland,CO,-8734,https://www.heska.com,https://www.linkedin.com/company/heska,Scientific,,,veterinary tablet manufacturing,75,Involved in veterinary diagnostics and pharmaceuticals but not primarily tablet manufacturing.,,,,,
Vetoquinol,Lure,France,-94,https://www.vetoquinol.com,https://www.linkedin.com/company/vetoquinol,Both,,,veterinary tablet manufacturing,85,Engaged in veterinary formulations and manufacturing.,,,,,
Richter Pharma AG,Wels,Austria,-7411,https://www.richter-pharma.com,https://www.linkedin.com/company/richter-pharma,Both,,,veterinary tablet manufacturing,80,Manufactures veterinary tablets and engages in R&D.,,,,,
Virbac Corporation,Fort Worth,TX,-4796,https://www.virbac.com,https://www.linkedin.com/company/virbac,Both,,,veterinary tablet manufacturing,85,Involved in the development and manufacturing of veterinary medicines.,,,,,
KVP International,Grand Rapids,MI,-2988,https://www.kvpvet.com,https://www.linkedin.com/company/kvp-international,Both,,,veterinary tablet manufacturing,80,Provides veterinary tablets and engaged in formulation.,,,,,
"PetIQ, Inc.",Eagle,ID,-1722,https://www.petiq.com,https://www.linkedin.com/company/petiq,Both,,,veterinary tablet manufacturing,75,"Offers a range of veterinary products, including tablets.",,,,,
Sogeval Laboratories,Baton Rouge,LA,-8979,https://www.sogeval.com,https://www.linkedin.com/company/sogeval-laboratories,Both,,,veterinary tablet manufacturing,80,Involved in developing and manufacturing veterinary pharmaceuticals.,,,,,
Norbrook Laboratories,Newry,Northern Ireland,-7443,https://www.norbrook.com,https://www.linkedin.com/company/norbrook-laboratories,Both,,,veterinary tablet manufacturing,80,Produces veterinary medicines and engages in formulation.,,,,,
Umicore,Brussels,BRU,+32 2 227 70 00,https://www.umicore.com,https://www.linkedin.com/company/umicore,Both,,,battery cathode manufacturing,90,Umicore is involved in battery materials and has a strong R&D focus.,,,,,
LG Energy Solution,Seoul,SEO,+82 2-3773-1114,https://www.lgess.com,https://www.linkedin.com/company/lg-chemicals,Both,,,battery cathode manufacturing,85,LG Energy Solution manufactures battery components and invests in R&D.,,,,,
Samsung SDI,Suwon,SEO,+82 31-810-2114,https://www.samsungsdi.com,https://www.linkedin.com/company/samsung-sdi,Both,,,battery cathode manufacturing,88,Samsung SDI focuses on battery technology and cathode materials.,,,,,
Contemporary Amperex Technology Co. Limited (CATL),Ningde,FJ,+86 400-909-8888,https://www.catlbattery.com,https://www.linkedin.com/company/catl-battery,Both,,,battery cathode manufacturing,87,CATL is a leading battery manufacturer with extensive R&D.,,,,,
Panasonic Energy,Osaka,OS,+81 6-6908-1121,https://www.panasonic.com/global/energy,https://www.linkedin.com/company/panasonic-energy,Both,,,battery cathode manufacturing,90,Panasonic is deeply involved in battery research and manufacturing.,,,,,
BASF,Ludwigshafen,RP,+49 621 60-0,https://www.basf.com,https://www.linkedin.com/company/basf,Scientific,,,battery cathode manufacturing,85,BASF is heavily focused on battery materials and R&D.,,,,,
Toyota Industries Corporation,Nagoya,AIC,+81 52-563-3111,https://www.toyota-industries.com,https://www.linkedin.com/company/toyota-industries-corporation,Both,,,battery cathode manufacturing,80,Toyota Industries is involved in battery development and manufacturing.,,,,,
Johnson Matthey,London,ENG,+44 20 7269 8400,https://www.matthey.com,https://www.linkedin.com/company/johnson-matthey,Both,,,battery cathode manufacturing,82,Johnson Matthey focuses on battery materials and has R&D capabilities.,,,,,
A123 Systems,Waltham,MA,+1 781-663-5000,https://www.a123systems.com,https://www.linkedin.com/company/a123-systems,Both,,,battery cathode manufacturing,87,A123 Systems develops and manufactures advanced battery technologies.,,,,,
FREYR Battery,Oslo,OS,+47 22 12 50 00,https://www.freyrbattery.com,https://www.linkedin.com/company/freyr-battery,Both,,,battery cathode manufacturing,85,FREYR focuses on sustainable battery production and R&D.,,,,,
SK Innovation,Seoul,SEO,+82 2-3408-8000,https://www.skinnovation.com,https://www.linkedin.com/company/sk-innovation,Both,,,battery cathode manufacturing,84,SK Innovation is engaged in battery materials and development.,,,,,
Cobalt 27 Capital Corp.,Toronto,ON,+1 416-203-8416,https://www.cobalt27.com,https://www.linkedin.com/company/cobalt-27-capital-corp,Scientific,,,battery cathode manufacturing,78,Cobalt 27 focuses on battery materials supply chain and R&D.,,,,,
Novonix,Brisbane,QLD,+61 7 3036 6200,https://www.novonixgroup.com,https://www.linkedin.com/company/novonix,Scientific,,,battery cathode manufacturing,80,Novonix specializes in battery technology and materials research.,,,,,
Korea Zinc,Seoul,SEO,+82 2-3488-5500,https://www.koreazinc.co.kr,https://www.linkedin.com/company/korea-zinc,Both,,,battery cathode manufacturing,79,Korea Zinc is involved in battery materials and has R&D initiatives.,,,,,
Energizer Holdings,St. Louis,MO,+1 314-985-2000,https://www.energizer.com,https://www.linkedin.com/company/energizer,Both,,,battery cathode manufacturing,83,Energizer manufactures batteries and engages in R&D.,,,,,
Oxis Energy,Abingdon,ENG,+44 1235 539 030,https://www.oxisenergy.com,https://www.linkedin.com/company/oxis-energy,Both,,,battery cathode manufacturing,82,Oxis Energy focuses on advanced battery technology and materials.,,,,,
Sion Power,Tucson,AZ,+1 520-293-1000,https://www.sionpower.com,https://www.linkedin.com/company/sion-power,Both,,,battery cathode manufacturing,86,Sion Power develops innovative battery technologies and cathodes.,,,,,
American Battery Technology Company,Reno,NV,+1 775-332-3930,https://www.americanbatterytechnology.com,https://www.linkedin.com/company/american-battery-technology-company,Both,,,battery cathode manufacturing,84,ABTC focuses on battery materials and recycling technologies.,,,,,
"Contemporary Amperex Technology Co., Limited",Ningde,FJ,+86 596 396 2000,https://www.catalent.com,https://www.linkedin.com/company/catalent/,Both,,,battery electrode manufacturing,90,Involved in the manufacturing and R&D of battery components.,,,,,
LG Energy Solution,Seoul,SEO,+82 2-3777-1114,https://www.lgensol.com,https://www.linkedin.com/company/lg-chem/,Both,,,battery electrode manufacturing,95,Engages in both engineering and scientific aspects of battery production.,,,,,
Panasonic Energy,Osaka,OS,+81 6-6908-1121,https://www.panasonic.com/global/home.html,https://www.linkedin.com/company/panasonic/,Both,,,battery electrode manufacturing,92,Manufactures battery electrodes and conducts research in battery technologies.,,,,,
Samsung SDI,Suwon,GJ,+82 31-200-9114,https://www.samsungsdi.com,https://www.linkedin.com/company/samsung-sdi/,Both,,,battery electrode manufacturing,90,Active in both electrode manufacturing and battery research.,,,,,
A123 Systems,Waltham,MA,+1 781-547-5900,https://www.a123systems.com,https://www.linkedin.com/company/a123systems/,Both,,,battery electrode manufacturing,88,Focuses on battery technology including electrode development.,,,,,
SK Innovation,Seoul,SEO,+82 2-3457-1114,https://www.skinnovation.com,https://www.linkedin.com/company/sk-innovation/,Both,,,battery electrode manufacturing,90,Manufactures battery electrodes and engages in research.,,,,,
BYD Company Limited,Shenzhen,GD,+86 755 8888 8888,https://www.byd.com,https://www.linkedin.com/company/byd-company-limited/,Both,,,battery electrode manufacturing,90,Involved in battery manufacturing and development of new technologies.,,,,,
Northvolt,Skellefteå,BD,+46 10-450-00-00,https://northvolt.com,https://www.linkedin.com/company/northvolt/,Both,,,battery electrode manufacturing,85,Focuses on sustainable battery production and R&D.,,,,,
CATL,Ningde,FJ,+86 596 396 2000,https://www.catl.com,https://www.linkedin.com/company/catl/,Both,,,battery electrode manufacturing,92,Major player in battery electrode manufacturing and innovation.,,,,,
Svolt Energy Technology,Jiangsu,JS,+86 25 8360 6666,https://www.svolt.net,https://www.linkedin.com/company/svolt/,Both,,,battery electrode manufacturing,85,Engages in battery production and research of electrode materials.,,,,,
Envision AESC,Tennessee,TN,+1 615-982-6000,https://www.envision-aesc.com,https://www.linkedin.com/company/envision-aesc/,Both,,,battery electrode manufacturing,88,Manufactures battery systems and focuses on R&D.,,,,,
