Company Name,# Employees,Industry,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Annual Revenue,SIC Codes,NAICS Codes,Founded Year,Subsidiary of,Tier_Engineering,Tier_Scientific,Why_Fit
ANSMANN AG,120,electrical/electronic manufacturing,http://www.ansmann.de,http://www.linkedin.com/company/ansmann-ag,https://www.facebook.com/GPBSys/,,10 Industriestrasse,Assamstadt,Baden-Wuerttemberg,Germany,97959,"10 Industriestrasse, Assamstadt, Baden-Wuerttemberg, Germany, 97959","akkus, batterien, ladegeraete, netzteile, oemloesungen, akkusysteme, individuelle akkus, kundenspezifische akkus, akkupacks, batterymanagement, bms, schaltung, software, hardware, entwicklung, konstruktion, fertigung, industrial engineering, qualitaetsmanagement, qualitaetssicherung, nimh, liion, life, nicad, alkaline, bleigel, lgcells, ladesysteme, ladestationen, sports, transportation, families, elder care, demographies, health care, automotive, appliances, electrical, & electronics manufacturing, information technology & services, health, wellness & fitness, hospital & health care, electrical/electronic manufacturing, mechanical or industrial engineering",'+49 62 9442040,10000000,,,1991,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
GS Yuasa Battery Europe Ltd,93,electrical/electronic manufacturing,http://www.gs-yuasa.eu,http://www.linkedin.com/company/yuasa-battery-europe-ltd,,,,Ebbw Vale,Wales,United Kingdom,,"Ebbw Vale, Wales, United Kingdom","automotive batteries, motorcycle batteries, industrial batteries, lithiumion batteries, appliances, electrical, & electronics manufacturing, battery manufacturing, automotive, emergency lighting batteries, hybrid vehicle batteries, deep-sea exploration batteries, telecommunications, backup power systems, marine research batteries, wind energy, electric vehicles, renewable energy, energy storage, b2b, uninterruptible power supply, battery management system, lithium-ion batteries, renewable energy storage, high cycle life lithium batteries, space and aerospace batteries, high-performance batteries, retail, industrial equipment, energy storage systems, scalable energy solutions, electric vehicle batteries, aerospace, government, energy efficiency, marine batteries, solar energy, electric ferry batteries, electrical equipment, reliable power supply, wind turbine energy storage, e-commerce, automated port systems batteries, critical power systems, satellite power systems, space station batteries, marine, manufacturing, distribution, consumer products & retail, transportation & logistics, energy & utilities, electrical/electronic manufacturing, mechanical or industrial engineering, clean energy & technology, environmental services, renewables & environment, oil & energy, consumer internet, consumers, internet, information technology & services",'+44 17 9383 3555,,3694,33591,1981,YUASA BATTERY SALES (UK) LIMITED (yuasa.co.uk),Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
L'accumulateur Tunisien ASSAD,76,electrical/electronic manufacturing,http://www.atassad.com,http://www.linkedin.com/company/l-accumulateur-tunisien-assad,https://facebook.com/Batteries.ASSAD,,,Ben Arous,Ben Arous,Tunisia,2013,"Ben Arous, Ben Arous, Tunisia, 2013","appliances, electrical, & electronics manufacturing, energy solutions, battery manufacturing, solutions de stockage, energy solutions provider, electrical equipment for internal combustion engines, batteries, manufacturing, product sales, énergie portable, b2c, e-commerce, energy & utilities, service offerings, energy storage, stockage d'énergie, retail, d2c, produits énergétiques, services, battery products, consumer products & retail, portable energy, energy storage solutions, electrical/electronic manufacturing, mechanical or industrial engineering, hardware, consumer internet, consumers, internet, information technology & services, oil & energy",,,3694,,1974,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
Anthro Energy,58,electrical/electronic manufacturing,http://www.anthroenergy.com,http://www.linkedin.com/company/anthro-energy,,https://twitter.com/anthroenergy,2095 N Loop Rd,Alameda,California,United States,94502-8018,"2095 N Loop Rd, Alameda, California, United States, 94502-8018","appliances, electrical, & electronics manufacturing, government, long-range batteries, battery safety improvements, sustainable energy, drop-in electrolyte, battery cells, b2b, battery longevity, battery manufacturing, solid electrolyte, safety and performance, advanced electrolytes, consumer electronics, electric vehicles, energy storage, energy density, battery prototypes, battery technology, battery certification, services, battery performance, non-flammable materials, us manufacturing, automotive batteries, conformal batteries, rugged batteries, battery innovation, battery applications, medical device batteries, mechanical stability, battery scalability, battery supply chain, next-generation chemistries, silicon anodes, giga-scale manufacturing, lithium-ion batteries, polymer-based electrolyte, next-gen batteries, medical devices, battery chemistries, battery cycle life, solid and semi-solid batteries, us battery supply chain, battery form factors, safety features, domestic battery production, fire resistance, polymer electrolyte, battery safety, giga-scale production, consumer electronics batteries, energy efficiency, solid electrolyte manufacturing, non-flammable electrolytes, solid-state batteries, silicon anode stability, battery stability, battery testing, giga-scale electrolyte production, battery chemistry, battery safety standards, impact-resistant batteries, industrial automation, renewable energy storage, flexible batteries, renewable energy, domestic supply chain, battery manufacturing equipment, solid-state electrolyte, battery design, flexible battery cells, electrolyte solutions, impact resistance, next-generation batteries, semi-solid state batteries, li-ion chemistry, customizable electrolytes, structural batteries, tunable designs, advanced battery materials, micro mobility batteries, defense applications, rugged battery design, sustainable energy solutions, battery manufacturing infrastructure, improved cycle life, electrolyte platform, superior toughness, mechanical integrity, compact design, long runtime, high-performance cells, unprecedented safety standards, collaboration with manufacturers, us-made batteries, advanced battery chemistries, battery certifications, battery innovations, energy solutions provider, energy to thrive, innovative battery cells, drop-in technology, certified battery systems, healthcare, manufacturing, distribution, transportation_logistics, energy_utilities, electrical/electronic manufacturing, mechanical or industrial engineering, consumers, hardware, clean energy & technology, environmental services, renewables & environment, oil & energy, hospital & health care, health care, health, wellness & fitness",'+1 408-703-2967,9000000,3691,33591,2021,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
Su-Kam Power Systems Limited,960,electrical/electronic manufacturing,http://www.su-kam.com,http://www.linkedin.com/company/sukampower,https://facebook.com/Su-Kam-Power-Systems-Ltd-111139862917627/,https://twitter.com/sukamindia,,Gurugram,Haryana,India,122004,"Gurugram, Haryana, India, 122004","solar, renewables, inverter, ups, battery, gridtie inverters, solar panels, high capacity ups, appliances, electrical, & electronics manufacturing, inverter technology, industrial equipment manufacturing, environmentally friendly, government, global presence, solar project execution, energy conservation, superbrand recipient, sustainable power, battery management systems, services, smart power solutions, energy storage, power conditioning units, battery technology, b2c, power solutions, renewable energy solutions, patented innovations, renewable energy projects, residential power solutions, customized solar solutions, electrical components and equipment manufacturing, large export network, urban renewable projects, solar charge controllers, large infrastructure projects, energy management, large-scale projects, power backup solutions, ups systems, make in india, industrial power solutions, solar inverters, power conditioning, clean energy, b2b, energy efficiency, patent holder, power and utilities, patented technology, patent portfolio, e-commerce, electrical equipment manufacturing, energy-efficient products, sustainable energy, india multinational, d2c, eco-friendly manufacturing, solar solutions, all other electrical equipment and component manufacturing, inverters, grid-tie solar solutions, industrial power backup, batteries, energy footprint reduction, innovative power solutions, renewable energy, off-grid solar solutions, retail, solar energy, power backup, sine wave ups, hybrid ups, tubular batteries, lithium batteries, smart batteries, battery management, carbon footprint reduction, environmental sustainability, smart power systems, advanced technology, manufacturing excellence, energy management systems, home power solutions, commercial power solutions, eco-friendly devices, high-quality power output, customer trust, sustainable power solutions, solar energy systems, custom solar solutions, intelligent backup systems, tall tubular batteries, efficient performance, lead-acid batteries, remotely monitored systems, backup power systems, expansion to international markets, competitive pricing, various power applications, solar inverter technology, power density, integrated solutions, grid-tied systems, off-grid applications, energy independence, backup battery technology, manufacturing, distribution, transportation & logistics, energy & utilities, clean energy & technology, environmental services, renewables & environment, electrical/electronic manufacturing, mechanical or industrial engineering, oil & energy, consumer internet, consumers, internet, information technology & services, hardware",'+91 12 4417 0500,84000000,3621,33599,1998,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
Inspired Energy,56,electrical/electronic manufacturing,http://www.inspired-energy.com,http://www.linkedin.com/company/inspiredenergy,,,25440 NW 8th Pl,Newberry,Florida,United States,32669,"25440 NW 8th Pl, Newberry, Florida, United States, 32669","chargers, smart lithiumion batteries, manufacturing, batteries, custom battery, battery systems, portable power, medical device, military device, engineering, rechargeable battery, system design, oem, appliances, electrical, & electronics manufacturing, aerospace, custom power solutions, portable power systems, battery assembly, battery lifecycle management, ul approved batteries, battery lifecycle extension, handheld instrumentation, defense, medical, aerospace batteries, battery certification, smart battery electronics, battery monitoring, battery chargers, battery longevity, custom battery solutions, custom oem battery packs, battery safety monitoring, entertainment, battery manufacturing, battery management systems, high-reliability batteries, medical batteries, b2b, smart batteries, battery electronics, lithium-ion battery packs, usa designed and built, services, smbus compatible batteries, battery durability, oem batteries, high-performance batteries, defense batteries, battery safety standards, industrial batteries, battery testing, battery accessories, battery design, regulatory compliance, robotics, battery diagnostics, government, circuit board manufacturing, portable device batteries, battery safety, battery performance optimization, healthcare, handheld_instrumentation, mechanical or industrial engineering, hardware, hospital & health care, electrical/electronic manufacturing, information technology & services, health care, health, wellness & fitness",'+1 888-546-7747,31873000,3691,33591,2002,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
ALBEMARLE CATALYSTS COMPANY BV,8300,chemicals,http://www.albemarle.com,http://www.linkedin.com/company/albemarlecorp,https://www.facebook.com/AlbemarleCorp,https://twitter.com/AlbemarleCorp,4250 Congress St,Charlotte,North Carolina,United States,28209-0012,"4250 Congress St, Charlotte, North Carolina, United States, 28209-0012","performance chemicals, energy storage, bromine, lithium, major chemicals, industrials, chemical manufacturing, oil & energy, chemicals",'+1 980-299-5700,5377526000,"2810, 8734",,1887,,Tier-1,Tier-2,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
Enovix Corporation,570,electrical/electronic manufacturing,http://www.enovix.com,http://www.linkedin.com/company/enovix-corp-,https://facebook.com/EnovixBatteries,https://twitter.com/EnovixBatteries,3501 W Warren Ave,Fremont,California,United States,94538,"3501 W Warren Ave, Fremont, California, United States, 94538","liion battery technology innovator & us battery technology manufacturer, industrial machinery/components, appliances, electrical, & electronics manufacturing, pre-lithiation process, enterprise batteries, silicon-based batteries, b2b, safety features, electronics manufacturing, disruptive architecture, high energy capacity, electric vehicle batteries, thermal dissipation, battery manufacturing, high-volume production, high-performance batteries, iot batteries, scaling battery production, thermal dissipation solutions, thermal management, lithium-ion batteries, silicon-anode batteries, advanced battery architecture, manufacturing, silicon anode technology, fast charging, lithium-ion battery, silicon anode, battery innovation, battery scaling, high energy density, next-generation energy storage, wearables batteries, industry-leading fast charge, high-capacity lithium-ion, energy & utilities, disruptive battery architecture, scalable manufacturing, thermal safety, fast charge, transportation & logistics, safety technology, constraint system, battery design, next-gen batteries, energy storage, high capacity, safety-enhanced batteries, silicon lithium-ion battery, active silicon anode, thermal runaway prevention, battery safety technology, brakeflow, fast-charging, cycle life, wearable technology, iot device batteries, smartphone batteries, industrial battery solutions, medical device batteries, battery management systems, lithium battery production, advanced battery manufacturing, high-capacity batteries, energy density enhancement, battery architecture innovation, next-gen battery technology, sustainable battery solutions, eco-friendly battery manufacture, biodegradable batteries, energy efficient batteries, rechargeable batteries, long-lasting batteries, sorting and packaging batteries, quality assurance in battery manufacturing, digital battery technology, microbattery solutions, compact battery design, lithium ion solutions, battery production efficiency, battery cell design, product safety standards, innovation in energy storage, alternative power technologies, electrochemical systems, lithium-ion production lines, battery technology advancements, battery performance testing, commercial battery applications, high-performance battery systems, next-level energy solutions, electrical/electronic manufacturing, mechanical or industrial engineering, oil & energy, wearable technologies, wearables, consumer goods, consumers, internet of things, consumer electronics, hardware, computer hardware",'+1 510-687-1330,22900000,3691,33591,2007,Rodgers Silicon Valley Acquisition Corp. (rodgerscap.com),Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
"EVE Energy Co.,Ltd.",30000,electrical/electronic manufacturing,http://www.evebattery.com,http://www.linkedin.com/company/eve-energy-co-ltd-,https://facebook.com/p/EVE-Energy-100076647406283/?locale=zh_CN,https://twitter.com/EVE_LITHIUM?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,36 Huifeng 7th Road,Huizhou Shi,Guangdong Sheng,China,516232,"36 Huifeng 7th Road, Huizhou Shi, Guangdong Sheng, China, 516232","appliances, electrical, & electronics manufacturing, medical batteries, energy solutions, energy & utilities, large capacity batteries, automotive batteries, battery market, services, consumer electronics, prismatic batteries, industrial batteries, energy storage, industrial equipment, battery for data storage, battery applications, home automation batteries, customized battery solutions, lithium-ion cell, green energy, large-scale battery solutions, battery distribution, battery for phev and hev, battery solutions, battery sustainability, smart meter batteries, energy storage systems, electric vehicle batteries, global battery supplier, energy storage for renewable energy, industrial energy storage, energy transition batteries, battery for electric forklifts, large-scale production, portable device batteries, clean energy, battery certification, electric vehicles, manufacturing, energy efficiency, portable electronics batteries, b2b, bean batteries, primary lithium batteries, battery certification standards, battery supply chain, battery innovation, battery for medical devices, battery recycling, sustainable batteries, battery partnership, battery for energy storage, battery chemistry, battery cycle life, battery safety, lithium-ion batteries, battery manufacturing, battery technology, renewable energy, energy storage system, battery production, battery manufacturing base, high cycle life batteries, battery design, battery for ev, electrical equipment & components, battery development, telecom energy storage, custom battery solutions, strategic battery partnerships, lithium batteries, battery certifications, battery safety standards, international sales network, battery capacity, battery r&d, industrial equipment & components, battery industry, battery supplier, battery for smart security systems, battery chemistry innovation, customized batteries, battery safety testing, long shelf life batteries, electric vehicle battery, lifepo4 batteries, sustainability, energy transition, primary lithium cell, battery testing, cylindrical batteries, lithium battery, battery manufacturing process, remote data acquisition batteries, green energy batteries, battery for industrial use, innovation, battery management system, bms, smart battery management, high energy density, iso26262 compliance, automotive battery solutions, battery for electric vehicles, batteries for hev, batteries for phev, batteries for bev, 48v battery solutions, battery chemicals, performance testing, battery life cycle management, battery thermal management, battery voltage management, cell balancing, battery charge management, battery discharge management, battery monitoring, embedded battery solutions, battery prototyping, energy density metrics, ev battery pack, rapid charging solutions, battery analytics, battery recycling technology, battery electrochemistry, battery performance optimization, battery integration solutions, battery assembly, battery design engineering, battery cycle efficiency, battery module design, high temperature batteries, battery degradation analysis, flexible battery solutions, battery compliance testing, battery industry standards, battery testing equipment, battery production technology, battery simulation, end-of-life battery solutions, renewable energy storage solutions, healthcare, distribution, electrical/electronic manufacturing, mechanical or industrial engineering, consumers, hardware, oil & energy, environmental services, renewables & environment, clean energy & technology, health care, health, wellness & fitness, hospital & health care",'+86 752 263 0809,6660167000,3694,33591,2001,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
Generac Latam,490,electrical/electronic manufacturing,http://www.generaclatam.com,http://www.linkedin.com/company/generaclatam,https://www.facebook.com/GeneracLatam/,https://twitter.com/GeneracLatam,,Mexico City,Federal District,Mexico,11580,"Mexico City, Federal District, Mexico, 11580","soluciones electricas sistemas de control y monitoreo, generadores de energia y contenedores, grupos electrogenos diesel, gas y sistema bifuel, torres de iluminacion, casetas acusticas, ups, appliances, electrical, & electronics manufacturing, industrial generators, power equipment manufacturing, energy storage, power outage solutions, e-commerce, power system distribution, eco-friendly power solutions, power generation, smart energy management, digital power solutions, services, generator maintenance, power system monitoring, power system products, eco-conscious power equipment, power system integration, residential generators, decentralized energy, power system design, sustainable energy, power system upgrades, industrial power solutions, power system control, power system digitalization, transportation & logistics, power system sustainability, portable power for construction, power solutions latin america, government, power system installation, residential energy independence, wholesale trade, manufacturing, backup power, power equipment distribution, b2b, energy management, power system automation, power system support, energy resilience, decarbonization in power generation, energy efficiency, energy & utilities, oil and gas, portable generators, industrial equipment & components, reliable power equipment, smart grid integration, power generation & distribution, power system engineering, power system services, industrial power backup, telecommunications, digital energy solutions, power system innovation, power system reliability, power system efficiency, power system remote control, remote power monitoring, construction & engineering, renewable energy, retail, power system consulting, transfer switches, power system solutions, electrical equipment manufacturing, retail trade, generators, generac technology, power management systems, power system support services, mining, energy solutions, residential power backup, industrial power supply, diesel generators, gas generators, pressure washers, water pumps, emergency generators, automatic transfer switches, mobile generators, lighting towers, remote monitoring solutions, power rental services, quality assurance, eco-friendly products, backup power systems, energy services, engineering projects, energy monitoring, safety standards, customer satisfaction, reliable energy solutions, energy solutions provider, business power solutions, high-performance products, commercial generators, resolve power outages, power management, transformers, hvac systems, power supply for healthcare, retail energy solutions, service support, installation services, distributor services, workshop courses, oem solutions, supply chain efficiency, global manufacturing, energy solutions innovation, quality performance, engineered solutions, b2c, distribution, consumer products & retail, construction & real estate, electrical/electronic manufacturing, mechanical or industrial engineering, oil & energy, consumer internet, consumers, internet, information technology & services, environmental services, renewables & environment, clean energy & technology",'+52 888 436 3722,4290000000,3621,33531,1950,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
"EnPower, Inc.",62,electrical/electronic manufacturing,http://www.enpowerinc.com,http://www.linkedin.com/company/enpowerinc,,https://twitter.com/enpowerinc,8740 Hague Rd,Indianapolis,Indiana,United States,46256-1246,"8740 Hague Rd, Indianapolis, Indiana, United States, 46256-1246","batteries, lithiumion batteries, electric vehicles, cell engineering, b2b, research & development, startups, innovation, appliances, electrical, & electronics manufacturing, cycle life improvement, multilayer electrode engineering, battery innovation, battery patents, energy density, government, manufacturing, battery safety, defense batteries, tortuosity profiles, battery applications, domestic battery supply, services, electrode porosity, battery technology, lithium-ion battery, fast charge batteries, battery supply chain, battery prototyping, thermal stability, energy & utilities, u.s. battery manufacturing, energy-power tradeoff, application-specific solutions, energy management, high energy batteries, transportation & logistics, cell scaling, cycle life, battery r&d, thermal performance, high-performance cells, advanced battery materials, multilayer electrodes, battery manufacturing scale, long cycle life, patented electrode design, power density, battery manufacturing, uas batteries, extreme fast charging, domestic manufacturing, high voltage battery cells, u.s. battery supply chain, high power batteries, thermal management, power tools batteries, rapid prototyping, distribution, hardware, clean energy & technology, environmental services, renewables & environment, electrical/electronic manufacturing, mechanical or industrial engineering, oil & energy",'+1 463-213-3200,,3694,33591,2014,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
Belkin,1500,electrical/electronic manufacturing,http://www.belkin.com,http://www.linkedin.com/company/belkin,https://www.facebook.com/belkin,https://www.twitter.com/belkin,555 S Aviation Blvd,El Segundo,California,United States,90245-4802,"555 S Aviation Blvd, El Segundo, California, United States, 90245-4802","speakers, headphones, chargers, surge protectors, magsafe, magnetic accessories, screen protectors, cables, adapters, kvm & cybersecurity solutions, docks & hubs, smart home, smart water sensors, computers & electronics manufacturing, product reliability, car chargers, child-friendly headphones, global manufacturing, collaborations with apple, wireless charging travel pads, power banks, smart home automation, product safety standards, retail, product durability, networking equipment, security accessories, smart home automation devices, usb-c cables, ergonomic tech accessories, reliable connectivity, usb-c chargers, usb hubs, professional-grade docking stations, sustainable manufacturing, secure kvm switches, home networking, multiport usb-c hubs, consumer and commercial markets, gaming accessories for nintendo switch, product innovation, gaming gear for kids, ergonomic design, high-speed data transfer cables, audio devices, mobile device accessories, kids headphones, services, smart home devices, apple accessories, product safety, networking equipment manufacturing, charging cables, connectivity solutions, consumer electronics accessories, safety testing, electrical equipment and components manufacturing, docking stations, b2b, networking solutions, ethernet adapters, security features, audio headphones, smart home products, product testing, wireless chargers, wireless charging stands, eco-friendly materials, smart home security devices, certified refurbished electronics, usb-c to ethernet adapters, consumer electronics, gaming accessories, sustainable practices, d2c, eco-conscious product design, thunderbolt docks, multiport hubs, tech collaboration, collaborative product development, multi-device charging stations, sustainable product materials, security-focused kvm switches, computer and peripheral equipment manufacturing, wireless charging technology, b2c, usb-c to hdmi adapters, tech accessories, in-house r&d, e-commerce, fast charging, magsafe chargers, audio accessories, wireless earbuds, computer accessories, travel chargers, charging pads, lightning adapters, earbuds for kids, cables for mac, usb-c adapters, 3-in-1 chargers, portable power banks, universal charging solutions, mobile accessories, tablet accessories, apple watch chargers, smart home accessories, smart water assistant, 4-port usb chargers, gan wall chargers, charging docks, charging stations, work from home accessories, noise cancelling headphones, travel power banks, computer cables, power extension cords, apple device accessories, android device accessories, dual car chargers, portable chargers, lightning cables, audio/video cables, screen protection, power management solutions, school accessories, special offers, gift sets, tech bundles, premium headphones, connected equipment warranty, manufacturing, distribution, consumer products & retail, internet of things, consumers, electrical/electronic manufacturing, mechanical or industrial engineering, hardware, consumer internet, internet, information technology & services",'+1 310-751-5100,850000000,5063,33411,1983,Foxconn (foxconn.com),Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
NOCO,300,electrical/electronic manufacturing,http://www.no.co,http://www.linkedin.com/company/noco1914,https://www.facebook.com/NOCO1914/,https://twitter.com/noco,30339 Diamond Pkwy,Glenwillow,Ohio,United States,44139,"30339 Diamond Pkwy, Glenwillow, Ohio, United States, 44139","innovative product development, worldclass operations, consumer electrics, product design, market leader, mobile commerce, wholesale, recycling, cell phones, e-commerce, consumer internet, internet, information technology, computers & electronics manufacturing, battery desulfators, global distribution, power management, portable power solutions, battery safety, automotive electronics, power supply, portable power, battery safety patents, automotive maintenance, power supply solutions, genius boost, solar panels for automotive, portable power for outdoor use, marine equipment manufacturing, battery performance enhancement, air inflator safety features, desulfator technology, air compressors, battery manufacturing, power solutions for vehicles, safety protection technology, battery management solutions, battery chargers and maintainers, battery technology, automotive safety accessories, automotive safety equipment, automotive safety devices, power management innovations, battery maintenance, d2c, safety protection patents, portable vehicle jump starters, portable power innovations, power tools, automotive battery care, marine battery solutions, battery safety and performance, desulfation technology, industrial battery solutions, automotive safety, b2b, air inflators for tires, patented power devices, international market, portable inflators, automotive accessories, battery management systems, lithium batteries, patented technology, lithium jump starters, b2c, air compressor inflators, battery management, automotive and marine battery care, services, automotive battery safety patents, safety features, power management for vehicles, international sales, automotive equipment and supplies manufacturing, desulfators, solar-powered battery chargers, battery safety technology, power management systems, industrial equipment manufacturing, safety features in jump starters, battery chargers, battery care products, consumer electronics manufacturing, renewable energy, consumer electronics, marine and industrial battery care, battery performance, battery innovation, automotive battery maintenance, industrial power solutions, air inflators, battery safety features, automotive safety innovations, patented jump start devices, energy efficiency, solar power, automotive industry, battery maintainers, accessories, power solutions, electrical equipment and appliance manufacturing, jump starters, solar panels, battery innovation patents, marine battery maintenance, solar energy for batteries, retail, automotive power accessories, battery charger, jump starter, lithium battery, portable air compressor, smart charger, battery maintainer, desulfator, automotive battery, marine battery, deep-cycle battery, powersport battery, commercial battery, battery corrosion preventative, air inflator, multi-chemistry charger, 12v accessories, industrial battery charger, waterproof charger, on-board charger, charge cycle, overcharge protection, heavy-duty clamps, original design, corrosion resistant, battery box, battery tray, dc power supply, high efficiency, precision charging, automated charging, long run time, emergency flashlight, compact design, safety certified, performance driven, dual-purpose battery, advanced technology, energy saving, connectivity options, user-friendly design, automatic shut-off, battery testing, digital display, high capacity, high performance, manufacturing, distribution, consumer products & retail, transportation & logistics, consumers, information technology & services, electrical/electronic manufacturing, mechanical or industrial engineering, clean energy & technology, environmental services, renewables & environment, hardware",'+1 800-456-6626,53670000,3621,33591,1914,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
Leoch Batteries India Pvt Ltd,57,electrical/electronic manufacturing,http://www.leoch.in,http://www.linkedin.com/company/leoch-battery,https://www.facebook.com/pg/leochbatterysingapore/about/,,A-53/B 2nd Main Road,Bengaluru,Karnataka,India,560058,"A-53/B 2nd Main Road, Bengaluru, Karnataka, India, 560058","telecom battery, critical high rate ups battery, startstop battery, solar battery, motorcycle battery, automotive battery, golf cart battery, datacenter battery, tubular battery, smf vrla, gel vrla, lithium battery, reliable & innovative battery supply, appliances, electrical, & electronics manufacturing, battery for railway systems, battery recycling, battery production, energy efficiency, sustainability, manufacturing, patents, agm vrla batteries, renewable energy batteries, battery performance, battery capacity, battery manufacturing, advanced battery research, railway batteries, electric vehicle batteries, reserve power batteries, battery environmental policies, battery for solar energy, services, automotive batteries, battery innovation, battery for forklifts, battery control procedures, energy & utilities, marine batteries, battery for telecom, distribution, environmental sustainability, battery for security systems, battery for golf carts, renewable energy, battery research and development, lithium batteries, battery export, gel batteries, battery certifications, battery quality assurance, battery for emergency lighting, waste management, energy solutions, lead-acid battery, b2b, battery for baby carriers, battery applications, start-stop batteries, ups batteries, r&d engineers, battery industry standards, e-commerce, electrical/electronic manufacturing, mechanical or industrial engineering, environmental services, renewables & environment, clean energy & technology, consumer internet, consumers, internet, information technology & services",'+91 1800 309 0145,,3691,33591,2013,Leoch Battery Global,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
BMZ Germany GmbH,190,electrical/electronic manufacturing,,http://www.linkedin.com/company/bmzgroup,https://www.facebook.com/bmzgroupheadquarters/,https://twitter.com/BMZ_GmbH,1 Zeche Gustav,Karlstein am Main,Bavaria,Germany,63791,"1 Zeche Gustav, Karlstein am Main, Bavaria, Germany, 63791","akku, akkutechnologie, akkuloesungen, emobility, ebike, automotive, storage, power tools, garden tools, medical, home appliance, aerospace, industrial, emergency, batterie, batteriesysteme, lithiumionen, lithiumionentechnologie, energy storage, drive systems, motive batteries, electrical equipment manufacturing, battery manufacturing, lithium-ion batteries, sodium-ion batteries, e-mobility, power solutions, modular battery systems, home storage solutions, commercial storage solutions, electric vehicle chargers, charging infrastructure, sustainable energy, power management, customizable battery packs, after-sales service, battery recycling, power supply systems, energy independence, integrated battery systems, high-performance batteries, battery technology, green energy, renewable energy solutions, design-to-cost manufacturing, battery life cycle management, energy optimization, mobile power stations, indoor storage, outdoor storage, power banks, battery management systems, high-voltage energy storage, battery testing, oem partnerships, service networks, modular design, efficiency solutions, battery cell technology, power generation solutions, industrial batteries, medical applications, agricultural batteries, urban mobility solutions, safety and reliability, market expansion strategies, automated production systems, energy consumption reduction, battery design, smart energy solutions, high-capacity batteries, b2b, e-commerce, government, services, oil & energy, electrical/electronic manufacturing, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",'+49 61 8899560,426996000,3691,33591,1994,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
LEOCH EMEA,13000,electrical/electronic manufacturing,http://www.leoch.eu,http://www.linkedin.com/company/leoch-emea,https://www.facebook.com/leochbatteryglobal,https://twitter.com/leoch_us,1 Δεληγιώργη,Athens,Attica,Greece,104 37,"1 Δεληγιώργη, Athens, Attica, Greece, 104 37","lead acid batteries, lithium batteries, automobile batteries, motorcycle batteries, motive power batteries, reserve power batteries, appliances, electrical, & electronics manufacturing, sustainable manufacturing, battery manufacturing, lithium-ion batteries, industrial batteries, energy & utilities, battery research and development, telecom backup batteries, b2b, customized power solutions, manufacturing, electric vehicle batteries, supply chain management, distribution, energy storage, transportation & logistics, lead-acid batteries, energy storage solutions, renewable energy, telecommunications, quality assurance, renewable energy batteries, transportation_logistics, energy_utilities, electrical/electronic manufacturing, mechanical or industrial engineering, logistics & supply chain, oil & energy, clean energy & technology, environmental services, renewables & environment",'+86 755 8603 6060,2209318000,3691,33591,2015,,Tier-1,Tier-3,Powder compaction/manufacturing suggests tooling wear → strong Engineering fit
