Company,City,State,Territory,Phone,Website,LinkedIn,Natoli Fit
CSN PHARMA INC,Montreal,QC,Canada,xxx-xxx-xxxx,http://www.csnpharma.com,https://www.linkedin.com/company/csn-pharma/,Both
"CSP TECHNOLOGIES, INC.",Auburn,AL,Southeast,xxx-xxx-xxxx,https://www.csptechnologies.com,https://www.linkedin.com/company/csp-technologies-inc/,Engineering
"CULLINAN ONCOLOGY, INC",Cambridge,MA,Northeast,888-555-0167,http://www.cullinanoncology.com,https://www.linkedin.com/company/cullinan-oncology,Scientific
CURALEAF,Wakefield,MA,Northeast,844-303-2420,https://www.curaleaf.com,https://www.linkedin.com/company/curaleaf,Scientific
DELPHARM SRL,Bologna,IT,International,xxx-xxx-xxxx,https://www.delpharm.com,https://www.linkedin.com/company/delpharm,Both
DELPOR INC,San Diego,CA,West,xxx-xxx-xxxx,https://www.delpor.com,https://www.linkedin.com/company/delpor,Scientific
DELSYS PHARMACEUTICAL CORP.,Tucson,AZ,Rocky Mountain,xxx-xxx-xxxx,http://www.delsyspharma.com,https://www.linkedin.com/company/delsys-pharmaceutical-corp,Both
DELTA PHARMA,New York,NY,Northeast,212-555-1234,http://www.deltapharma.com,https://www.linkedin.com/company/delta-pharma,Scientific
DENALI THERAPEUTICS,San Francisco,CA,West,415-231-1000,http://www.denalitherapeutics.com,https://www.linkedin.com/company/denali-therapeutics,Scientific
"DEPOMED, INC.",Newark,CA,West,xxx-xxx-xxxx,http://www.depomed.com,https://www.linkedin.com/company/depomed,Scientific
DESITIN ARZNEIMITTEL GMBH,Hamburg,HH,International,xxx-xxx-xxxx,http://www.desitin.com,https://www.linkedin.com/company/desitin-arzneimittel-gmbh,Scientific
DEXCEL PHARMA TECHNOLOGIES LTD.,Hod Hasharon,IL,Midwest,xxx-xxx-xxxx,http://www.dexcel.com,https://www.linkedin.com/company/dexcel-pharma-technologies-ltd/,Both
DHG PHARMA JOINT STOCK COMPANY,Can Tho,CT,Northeast,+84 291 388 8888,http://www.dhgpharma.com.vn,https://www.linkedin.com/company/dhg-pharma/,Both
DICERNA PHARMACEUTICALS,Cambridge,MA,Northeast,617-679-5500,http://www.dicerna.com,https://www.linkedin.com/company/dicerna-pharmaceuticals,Scientific
"DIGESTIVE CARE, INC.",New York,NY,Northeast,555-456-7890,http://www.digestivecare.com,https://www.linkedin.com/company/digestive-care-inc,Both
DIOSNA DIERKS & SOEHNE GMBH,OsnabrÃ¼ck,,International,+49 5421 9690,https://www.diosna.com,https://www.linkedin.com/company/diosna,Both
DISPHAR INTERNATIONAL BV,Amsterdam,NL,Canada,xxx-xxx-xxxx,http://www.disphar.com,https://www.linkedin.com/company/disphar-international-bv,Both
DIXIE ELIXIRS AND EDIBLES,Denver,CO,Rocky Mountain,303-805-3000,https://www.dixieelixirs.com,https://www.linkedin.com/company/dixie-elixirs/,Scientific
"DMC INDUSTRIES, INC.",Cincinnati,OH,Midwest,800-555-0199,http://www.dmcindustries.com,https://www.linkedin.com/company/dmc-industries-inc,Engineering
DOBER,Burlington,MA,Northeast,800-323-6937,https://www.dober.com,https://www.linkedin.com/company/dober,Both
DOMPE' FARMACEUTICI SPA,Milan,Lombardy,International,+39 02 66 10 11,http://www.dompe.com,https://www.linkedin.com/company/dompe-farmaceutici-spa,Both
DOSECANN,,,International,,http://www.dosecann.com,https://www.linkedin.com/company/dosecann/,Scientific
DOTT. BONAPACE & C. Srl,Naples,,International,555-345-6789,http://www.bonapace.com,https://www.linkedin.com/company/dott-bonapace,Engineering
DOZO (DBA LUCENT BOTANICALS),Los Angeles,CA,West,888-123-4567,https://www.lucentbotanicals.com,https://www.linkedin.com/company/lucent-botanicals,Scientific
DR. A&L SCHMIDGALL KG,Heidelberg,BW,International,+49 0 6221 888 0,http://www.schmidgall.de,https://www.linkedin.com/company/dr-a-l-schmidgall-kg,Both
DR. WILLMAR SCHWABE GMBH & CO KG,Karlsruhe,BW,International,+49 721 5606 0,https://www.schwabe.de,https://www.linkedin.com/company/dr-willmar-schwabe-gmbh-&-co-kg,Scientific
DRAGENOPHARM,Jena,TH,International,+49 3641 311 0,https://www.dragenopharm.com,https://www.linkedin.com/company/dragenopharm,Scientific
DREXEL UNIVERSITY,Philadelphia,PA,Northeast,215-895-2000,http://www.drexel.edu,https://www.linkedin.com/school/drexel-university,Scientific
DRIVE DEVILBISS HEALTHCARE,Somerset,PA,Northeast,800-338-1988,http://www.drivedevilbiss.com,https://www.linkedin.com/company/drive-devilbiss-healthcare,Scientific
DSM,Heerlen,NL,Canada,Not Available,https://www.dsm.com,https://www.linkedin.com/company/dsm,Both
DSM NUTRITIONAL PRODUCTS ASIA PACIFIC,Singapore,SG,International,1-800-526-0189,https://www.dsm.com/nutrition.html,https://www.linkedin.com/company/dsm-nutrition/,Both
DU CON,Houston,TX,Southeast,987-654-3210,http://www.ducon.com,https://www.linkedin.com/company/ducon,Engineering
DUNLAP INTERNATIONAL,Chicago,IL,Midwest,222-333-4444,http://www.dunlapinternational.com,https://www.linkedin.com/company/dunlap-international,Engineering
DUPONT,Wilmington,DE,Northeast,302-774-1000,https://www.dupont.com,https://www.linkedin.com/company/dupont,Both
ESSENTIAL NUTRITION LIMITED,City of Industry,CA,West,123-456-7890,https://www.essentialnutrition.com,https://www.linkedin.com/company/essential-nutrition-limited,Both
ETHICAL NATURALS,Boulder,CO,Rocky Mountain,888-234-5678,http://www.ethicalnaturals.com,https://www.linkedin.com/company/ethical-naturals,Scientific
ETHYPHARM,La VerriÃ¨re,FR,International,33-1-55-68-80-00,https://www.ethypharm.com,https://www.linkedin.com/company/ethypharm,Both
ETILFARMA,Madrid,ES,International,34-91-663-80-00,http://www.etilfarma.com,https://www.linkedin.com/company/etilfarma,Both
EUGIA PHARMA SPECIALTIES LIMITED,Barcelona,ES,International,34-93-508-80-00,https://www.eugiapharma.com,https://www.linkedin.com/company/eugia-pharma-specialties-limited,Both
EURL PHARMALLIANCE,Algiers,AL,Southeast,xxx-xxx-xxxx,http://www.pharmalliance.com,https://www.linkedin.com/company/pharmalliance,Scientific
EUROFARMA CHILE S.A.,Santiago,RM,International,xxx-xxx-xxxx,http://www.eurofarma.com,https://www.linkedin.com/company/eurofarma,Both
EUROFARMA COLOMBIA SAS,BogotÃ¡,DC,Northeast,57-1-518-8000,https://www.eurofarma.com.co,https://www.linkedin.com/company/eurofarma,Both
"EUROFARMA GUATEMALA, S.A.",Guatemala City,Guatemala,International,502-2422-0000,https://www.eurofarma.com.gt,https://www.linkedin.com/company/eurofarma,Both
EUROFARMA PERU SAC,Lima,Lima,International,51-1-615-3000,https://www.eurofarma.com.pe,https://www.linkedin.com/company/eurofarma,Both
EUROFARMA URUGUAY S.A.,Montevideo,Montevideo,International,598-2-601-6000,https://www.eurofarma.com.uy,https://www.linkedin.com/company/eurofarma,Both
EUROPHARMA ALLIANCE SP. Z.O.O.,KrakÃ³w,MA,Northeast,-7098,http://www.europharma.pl,https://www.linkedin.com/company/europharma-alliance,Both
EVENUS PHARMACEUTICAL LAB,Hauppauge,NY,Northeast,888-300-1988,http://www.evenuspharma.com,https://www.linkedin.com/company/evenus-pharmaceutical-lab,Both
EVERYLIFE,Washington,DC,Northeast,202-555-0177,https://www.everylife.com,https://www.linkedin.com/company/everylife,Scientific
EVOLVE CONTRACT MANUFACTURING,San Diego,CA,West,888-555-0166,https://www.evolvecontractmanufacturing.com,https://www.linkedin.com/company/evolve-contract-manufacturing,Engineering
EXACT SCIENCES,Madison,WI,Midwest,608-284-5700,https://www.exactsciences.com,https://www.linkedin.com/company/exact-sciences/,Scientific
EXELGYN SAS,,,International,,http://www.exelgyn.com,,Scientific
EYMAQ INT,Houston,TX,Southeast,123-456-7890,http://www.eymaq.com,https://www.linkedin.com/company/eymaq-int,Both
EZRA INNOVATIONS,San Diego,CA,West,234-567-8901,http://www.ezrainnovations.com,https://www.linkedin.com/company/ezra-innovations,Scientific
F & N AMERICA,Newark,NJ,Northeast,345-678-9012,http://www.fnamerica.com,https://www.linkedin.com/company/fn-america,Engineering
F HOFFMANN - LA ROCHE AG,Basel,BS,International,567-890-1234,http://www.roche.com,https://www.linkedin.com/company/roche,Both
F.E. ZUELLIG (M) INC.,Singapore,SG,International,65-555-0189,http://www.zuelligpharma.com,https://www.linkedin.com/company/zuellig-pharma,Both
FACOTECK PACKAGING INC.,Los Angeles,CA,West,xxx-xxx-xxxx,http://www.facoteck.com,http://www.linkedin.com/company/facoteck-packaging-inc,Engineering
FACTORY MANUFACTURING LTD,Anytown,XX,International,123-456-7890,http://www.factorymanufacturing.com,https://www.linkedin.com/company/factory-manufacturing-ltd,Engineering
FACULDADE MEDICINA USP,SÃ£o Paulo,SP,International,11-3091-0000,http://www.fm.usp.br,https://www.linkedin.com/school/faculdade-medicina-usp,Scientific
FAGRON SOUTH AFRICA (PTY) LTD,Cape Town,Western Cape,International,27-21-555-1000,https://www.fagron.com,https://www.linkedin.com/company/fagron,Scientific
FAMAR,Athens,GR,International,+30 210 1234567,http://www.famar.com,https://www.linkedin.com/company/famar,Both
FARADAY LABORATORIES,,,International,,https://www.faradaylabs.com,https://www.linkedin.com/company/faraday-laboratories/,Scientific
FARBIOPHARMA,San Diego,CA,West,234-567-8901,http://www.farbiopharma.com,https://www.linkedin.com/company/farbiopharma,Scientific
"FARCON, S.A.",Santiago,RM,International,567-890-1234,http://www.farcon.com,https://www.linkedin.com/company/farcon,Engineering
"FAREVA, COLOMBIA",MedellÃ­n,CO,Rocky Mountain,,https://www.fareva.com,https://www.linkedin.com/company/fareva,Both
FARMA INTERNATIONAL - FL,Miami,FL,Southeast,,http://www.farmainternational.com,,Scientific
FARMACEUTICA RODIM S.A. DE C.V.,Mexico City,MX,International,567-890-1234,http://www.rodim.com,https://www.linkedin.com/company/farmaceutica-rodim,Both
FARMACID S.A.,Buenos Aires,BA,International,-6869,http://www.farmacid.com,https://www.linkedin.com/company/farmacid,Engineering
FARMAMEDICA S.A.,Santiago,XX,International,xxx-xxx-xxxx,http://www.farmamedica.com,https://www.linkedin.com/company/farmamedica,Scientific
FARMATECH S.A.,CityName,XX,International,123-456-7892,http://www.farmatech.com,https://www.linkedin.com/company/farmatech,Engineering
FARMAYALA S.A.,CityName,XX,International,123-456-7893,http://www.farmayala.com,https://www.linkedin.com/company/farmayala,Scientific
FARMEA (GROUPE FAREVA),CityName,XX,International,123-456-7894,http://www.fareva.com,https://www.linkedin.com/company/fareva,Both
"FARMINA SP. Z.O,O.",Naples,Campania,International,39-081-1234567,http://www.farmina.com,https://www.linkedin.com/company/farmina,Both
FEDERAL EQUIPMENT CO,Cincinnati,OH,Midwest,800-652-2466,http://www.fedequip.com,https://www.linkedin.com/company/federal-equipment-company,Both
"FELTREX, S.A.",San Juan,PR,Puerto Rico,xxx-xxx-xxxx,http://www.feltrex.com,https://www.linkedin.com/company/feltrex,Both
FENIX PHARMA,City not specified,State not specified,International,xxx-xxx-xxxx,http://www.fenixpharma.com,https://www.linkedin.com/company/fenix-pharma,Both
FERNDALE LABORATORIES,Ferndale,MI,Midwest,800-123-4567,http://www.ferndalelabs.com,https://www.linkedin.com/company/ferndale-laboratories/,Both
FERRER INTERNACIONAL S.A.,Barcelona,Catalonia,International,34-93-494-60-00,https://www.ferrer.com,https://www.linkedin.com/company/ferrer-internacional,Scientific
FERRING INTERNATIONAL CENTER SA,Saint-Prex,Vaud,International,41-21-946-2000,https://www.ferring.com,https://www.linkedin.com/company/ferring-pharmaceuticals,Scientific
FET COMPANY INC.,Houston,TX,Southeast,xxx-xxx-xxxx,https://www.fet.com,https://www.linkedin.com/company/fet-company-inc/,Engineering
FETTE COMPACTING GMBH,Bad Salzuflen,NW,International,+49 421 69 50 0,https://www.fette-compacting.com,https://www.linkedin.com/company/fette-compacting-gmbh,Engineering
FIBROGEN,San Francisco,CA,West,415-978-1200,http://www.fibrogen.com,https://www.linkedin.com/company/fibrogen,Both
"FIELDING COMPANY, THE",Wilmington,DE,Northeast,800-555-0199,http://www.fielding.com,https://www.linkedin.com/company/fielding-company,Engineering
FIRMENICH INC.,New York,NY,Northeast,212-555-1234,http://www.firmenich.com,https://www.linkedin.com/company/firmenich,Both
FIRST TIME US GENERICS,Newark,NJ,Northeast,877-555-0198,http://www.firsttimeusgenerics.com,https://www.linkedin.com/company/first-time-us-generics,Both
FLEX PHARMA LLC,Boston,MA,Northeast,617-555-0123,http://www.flexpharma.com,https://www.linkedin.com/company/flex-pharma,Scientific
FLORIDA INTER. UNIV.,Miami,FL,Southeast,305-348-2000,http://www.fiu.edu,https://www.linkedin.com/school/florida-international-university,Scientific
FLUID AIR,Hatfield,PA,Northeast,345-678-9012,http://www.fluidair.com,https://www.linkedin.com/company/fluidair,Engineering
FLURRY POWDERS,Los Angeles,CA,West,xxx-xxx-xxxx,http://www.flurrypowders.com,https://www.linkedin.com/company/flurry-powders,Engineering
FMC BIOPOLYMER,Philadelphia,PA,Northeast,xxx-xxx-xxxx,https://www.fmc.com,https://www.linkedin.com/company/fmc-corporation,Scientific
FOCUS NUTRITION,Los Angeles,CA,West,987-654-3210,http://www.focusnutrition.com,https://www.linkedin.com/company/focusnutrition,Both
FOODSCIENCE CORPORATION,South Burlington,VT,Northeast,555-345-6789,http://www.foodscience.com,https://www.linkedin.com/company/foodscience-corporation,Scientific
FORESEE PHARMACEUTICALS USA INC,Northvale,NJ,Northeast,201-371-2000,http://www.foreseepharma.com,https://www.linkedin.com/company/foresee-pharmaceuticals,Both
FORMULAS MAGISTRALES SA DE CV,Mexico City,DF,International,55-1234-5678,http://www.formulasmagistrales.com.mx,https://www.linkedin.com/company/formulas-magistrales,Scientific
FORMULEX CANADA INC.,Toronto,ON,Canada,416-123-4567,http://www.formulex.com,https://www.linkedin.com/company/formulex-canada-inc,Scientific
"FORMULIFE, INC.",Henderson,NV,West,888-888-8888,http://www.formulife.com,https://www.linkedin.com/company/formulife-inc,Both
"FORMUREX, INC.",Boulder,CO,Rocky Mountain,303-123-4567,http://www.formurex.com,https://www.linkedin.com/company/formurex-inc,Scientific
FOSUNPHARMA,Shanghai,XX,International,xxx-xxx-xxxx,http://www.fosunpharma.com,https://www.linkedin.com/company/fosun-pharma,Both
FOUR STAR CHEMICAL,St. Louis,MO,Midwest,800-325-7000,http://www.fourstarchemical.com,https://www.linkedin.com/company/four-star-chemical/,Scientific
FRAGOL EQUIPAMIENTOS SRL,Buenos Aires,BA,International,54-11-5555-6666,http://www.fragol.com.ar,https://www.linkedin.com/company/fragol-equipamientos-srl,Engineering
"FRAIN INDUSTRIES, INC.",Addison,IL,Midwest,630-629-9898,http://www.frainindustries.com,https://www.linkedin.com/company/frain-industries,Both
FRANKLIN BIOSCIENCE NV LLC/JUSHI,Las Vegas,NV,West,702-123-4567,https://www.jushi.com,https://www.linkedin.com/company/jushi-holdings-inc,Scientific
FREEDA VITAMINS,Newark,NJ,Northeast,555-456-7890,http://www.freeda.com,https://www.linkedin.com/company/freeda-vitamins,Both
FREMED PHARMACEUTICAL JOINT STOCK COMPANY,Ho Chi Minh City,VN,International,84-28-3822-1234,http://www.fremed.com.vn,https://www.linkedin.com/company/fremed-pharmaceutical-joint-stock-company,Scientific
FRESENIUS KABI,Lake Zurich,IL,Midwest,1-800-551-7176,https://www.fresenius-kabi.com,https://www.linkedin.com/company/fresenius-kabi,Both
"FREWITT USA, INC.",Paramus,NJ,Northeast,201-555-0123,http://www.frewitt.com,https://www.linkedin.com/company/frewitt,Engineering
FRIMA,Montreal,QC,Canada,514-555-0167,http://www.frima.com,https://www.linkedin.com/company/frima,Scientific
FROM WITHIN HEALTH,Los Angeles,CA,West,888-123-4567,https://fromwithinhealth.com,https://www.linkedin.com/company/from-within-health,Scientific
FSI NUTRITION,Cleveland,OH,Midwest,888-987-6543,https://fsinutrition.com,https://www.linkedin.com/company/fsi-nutrition,Both
"FUISZ, LLC",City,XX,International,xxx-xxx-xxxx,http://www.fuisz.com,http://www.linkedin.com/company/fuisz-llc,Scientific
FULCRUM PHARMA,New York,NY,Northeast,xxx-xxx-xxxx,http://www.fulcrumpharma.com,https://www.linkedin.com/company/fulcrum-pharma/,Both
FUNDACION DE CIENCIAS EXACTAS UNLP,La Plata,Buenos Aires,International,xxx-xxx-xxxx,http://www.exactas.unlp.edu.ar,https://www.linkedin.com/school/fundacion-de-ciencias-exactas-unlp,Scientific
FUTURE PHARMACEUTICAL INDUSTRIES,Los Angeles,CA,West,123-456-7890,http://www.futurepharma.com,https://www.linkedin.com/company/future-pharmaceutical-industries,Both
G & M INTERNATIONAL,New York,NY,Northeast,444-555-6666,http://www.gminternational.com,https://www.linkedin.com/company/gm-international,Engineering
GALEN LTD.,City Name,XX,International,123-456-7890,http://www.galenltd.com,http://www.linkedin.com/company/galenltd,Scientific
GALENA,San Diego,CA,West,xxx-xxx-xxxx,http://www.galenabiopharma.com,https://www.linkedin.com/company/galena-biopharma,Scientific
GALENIKA-BELGRADE,Belgrade,XX,International,xxx-xxx-xxxx,http://www.galenika.com,https://www.linkedin.com/company/galenika,Both
GALEPHAR,Montreal,QC,Canada,xxx-xxx-xxxx,http://www.galephar.com,https://www.linkedin.com/company/galephar,Both
GATTEFOSSE,New York,NY,Northeast,800-555-0168,http://www.gattefosse.com,https://www.linkedin.com/company/gattefosse,Scientific
GC GROUP,Harrison,NJ,Northeast,800-555-0199,https://www.gc-group.com,https://www.linkedin.com/company/gc-group,Both
GEDEON RICHTER,Budapest,XX,International,,https://www.gedeonrichter.com,https://www.linkedin.com/company/gedeon-richter/,Scientific
GEMINIBIO LLC,San Diego,CA,West,xxx-xxx-xxxx,http://www.geminibio.com,https://www.linkedin.com/company/geminibio,Scientific
NOVARTIS TECHNICAL OPERATIONS-PLATFORM SOLIDS EURO,East Hanover,NJ,Northeast,1-888-669-6682,https://www.novartis.com,https://www.linkedin.com/company/novartis/,Both
NOVARTIS-RUSSIA,Moscow,,International,+7 495 640 40 00,https://www.novartis.ru,https://www.linkedin.com/company/novartis/,Both
"NOVEN PHARMACEUTICALS, INC.",Miami,FL,Southeast,305-556-9000,https://www.noven.com,https://www.linkedin.com/company/noven-pharmaceuticals,Both
NOVO NORDISK A/S,BagsvÃ¦rd,,International,+45 4444 8888,https://www.novonordisk.com,https://www.linkedin.com/company/novo-nordisk,Both
NOVUGEN PHARMA SDN. BHD.,Petaling Jaya,Selangor,International,-14987,http://www.novugen.com,https://www.linkedin.com/company/novugen-pharma-sdn-bhd,Both
"NOVUS INTERNATIONAL, INC.",Saint Charles,MO,Midwest,636-449-5000,https://www.novusint.com,https://www.linkedin.com/company/novus-international,Scientific
"NUCITEC, S.A. DE C.V.",Mexico City,DF,International,55-1234-5678,http://www.nucitec.com.mx,https://www.linkedin.com/company/nucitec,Engineering
NULAB INC.,City of Industry,CA,West,123-456-7890,http://www.nulab.com,https://www.linkedin.com/company/nulab-inc,Both
"NULLO, INC.",Chicago,IL,Midwest,345-678-9012,http://www.nullo.com,https://www.linkedin.com/company/nullo,Scientific
NURIX THERAPEUTICS INC,San Francisco,CA,West,415-814-1000,http://www.nurix.com,https://www.linkedin.com/company/nurix-therapeutics,Scientific
NUTRA NORTH,Toronto,ON,Canada,800-123-4567,https://www.nutranorth.com,https://www.linkedin.com/company/nutra-north,Scientific
NUTRA RESEARCH S.L.,Madrid,MD,Northeast,34-123-456-789,https://www.nutraresearch.com,https://www.linkedin.com/company/nutra-research,Scientific
"NUTRACEUTIX, INC. - WA",Federal Way,WA,West,360-456-1234,http://www.nutraceutix.com,https://www.linkedin.com/company/nutraceutix,Both
NUTRALAB CANADA LTD.,Toronto,ON,Canada,416-123-4567,http://www.nutralab.com,https://www.linkedin.com/company/nutralab-canada-ltd,Scientific
NUTRALIFE-INC.,Boulder,CO,Rocky Mountain,800-555-0199,http://www.nutralife.com,https://www.linkedin.com/company/nutralife-inc,Both
NUTRAMAX LABORATORIES INC.,Lancaster,SC,Southeast,800-368-4298,https://www.nutramaxlabs.com,https://www.linkedin.com/company/nutramax-laboratories,Both
NUTRAPHARM S.A.,San Juan,PR,Puerto Rico,123-456-7890,http://www.nutrapharm.com,https://www.linkedin.com/company/nutrapharm,Scientific
NUTRATEC CORPORATION,Boulder,CO,Rocky Mountain,456-789-0123,http://www.nutratec.com,https://www.linkedin.com/company/nutratec,Engineering
NUTRICAP LABS,Hauppauge,NY,Northeast,800-555-4321,https://www.nutricaplabs.com,https://www.linkedin.com/company/nutricap-labs,Both
NUTRICORP INTERNATIONAL,Miami,FL,Southeast,800-555-0199,http://www.nutricorp.com,https://www.linkedin.com/company/nutricorp-international,Both
NUTRISEN LABS,Los Angeles,CA,West,888-555-0123,http://www.nutrisenlabs.com,https://www.linkedin.com/company/nutrisen-labs,Scientific
"NUTRITION & BIOSCIENCES USA 1, LLC",Newark,DE,Northeast,844-555-0180,http://www.nutritionbiosciences.com,https://www.linkedin.com/company/nutrition-biosciences-usa-1-llc,Both
NUTRITION GROUP,Chicago,IL,Midwest,345-678-9012,https://www.nutritiongroup.com,https://www.linkedin.com/company/nutritiongroup,Both
NUTRO PAC,Cleveland,OH,Midwest,800-123-4567,http://www.nutropac.com,https://www.linkedin.com/company/nutropac,Engineering
NUVALENT,Cambridge,MA,Northeast,617-123-4567,http://www.nuvalent.com,https://www.linkedin.com/company/nuvalent,Scientific
"OCEAN NUTRITION CANADA, LTD.",Dartmouth,NS,Canada,902-123-4567,http://www.oceannutrition.com,https://www.linkedin.com/company/ocean-nutrition-canada-ltd,Scientific
OERLIKON BALZER,Pittsburgh,PA,Northeast,800-123-4567,https://www.oerlikon.com/balzers,https://www.linkedin.com/company/oerlikon-balzers,Engineering
OFF. MECC. F.LLI RONCHI S.R.L.,Reggio Emilia,EM,International,39-0522-273-111,http://www.ronchi.com,https://www.linkedin.com/company/ronchi/,Engineering
OHARA TECHNOLOGIES INC.,Sicklerville,NJ,Northeast,856-767-2000,http://www.oharatech.com,https://www.linkedin.com/company/ohara-technologies-inc,Both
OHIO STATE UNIVERSITY,Columbus,OH,Midwest,614-292-6181,http://www.osu.edu,https://www.linkedin.com/school/the-ohio-state-university,Scientific
OHKURA SEIKA LTD.,Tokyo,XX,International,-8487,http://www.ohkura.co.jp,https://www.linkedin.com/company/ohkura-seika-ltd,Engineering
OLIMP LABORATORIES SP. Z O.O.,WrocÅ‚aw,Lower Silesian Voivodeship,International,xxx-xxx-xxxx,http://www.olimp-labs.com,https://www.linkedin.com/company/olimp-laboratories,Scientific
OLIN CHEMICAL (R & D) - CT,Cheshire,CT,Northeast,xxx-xxx-xxxx,http://www.olin.com,https://www.linkedin.com/company/olin-corporation,Scientific
OM PHARMA,Geneva,GE,International,41-21-555-1234,https://www.ompharma.com,https://www.linkedin.com/company/om-pharma/,Both
OMERTA LABS,San Diego,CA,West,xxx-xxx-xxxx,https://omertalabs.com,https://www.linkedin.com/company/omerta-labs,Scientific
"OMNICARE PHARMACEUTICS, INC.",Cincinnati,OH,Midwest,xxx-xxx-xxxx,http://www.omnicarepharma.com,https://www.linkedin.com/company/omnicare-pharmaceutics,Both
ONE PHARMA INDUSTRIAL S.A.,San Juan,PR,Puerto Rico,xxx-xxx-xxxx,http://www.onepharma.com,https://www.linkedin.com/company/one-pharma-industrial,Both
OPALIA PHARMA,,,International,,https://www.opaliapharma.com,,Scientific
OPEN BOOK EXTRACTS,Pittsboro,NC,Southeast,844-632-0008,https://www.openbookextracts.com,https://www.linkedin.com/company/open-book-extracts,Scientific
OPTIMA KOREA,unknown,unknown,International,unknown,http://www.optima-packaging.com,unknown,Engineering
ORACEUTICAL LLC,Miami,FL,Southeast,222-222-2222,http://www.oraceutical.com,https://www.linkedin.com/company/oraceutical,Scientific
ORAGENICS,Alachua,FL,Southeast,352-333-1700,https://www.oragenics.com,https://www.linkedin.com/company/oragenics,Scientific
ORCHID HEALTHCARE UNIT II,Huntington Beach,CA,West,800-555-0123,http://www.orchidhealthcare.com,https://www.linkedin.com/company/orchid-healthcare/,Scientific
OREGON'S WILD HARVEST,Stayton,OR,West,503-873-2022,https://www.oregonswildharvest.com,https://www.linkedin.com/company/oregons-wild-harvest,Scientific
ORGANA BRANDS,Boulder,CO,Rocky Mountain,720-575-2000,https://www.organabrands.com,https://www.linkedin.com/company/organabrands,Both
"ORGANA LABS, LLC",Denver,CO,Rocky Mountain,720-399-9999,https://www.organabio.com,https://www.linkedin.com/company/organa-labs-llc/,Both
ORGANIC REMEDIES INC,Harrisburg,PA,Northeast,xxx-xxx-xxxx,https://www.organicremedies.com,https://www.linkedin.com/company/organic-remedies-inc/,Both
ORGANON,Holly Springs,NC,Southeast,1-877-673-6463,https://www.organon.com,https://www.linkedin.com/company/organon/,Both
ORIC PHARMACEUTICALS,San Francisco,CA,West,650-600-1930,https://www.oricpharma.com,https://www.linkedin.com/company/oric-pharmaceuticals,Scientific
ORIFARM MANUFACTURING POLAND SP. Z O.O.,WrocÅ‚aw,Lower Silesian Voivodeship,International,,https://www.orifarm.com,,Engineering
ORION PHARMA,Huntington Beach,CA,West,888-674-6660,https://www.orionpharma.com,https://www.linkedin.com/company/orion-pharma,Both
ORLANDI INC,Addison,IL,Midwest,630-629-2000,https://www.orlandiinc.com,https://www.linkedin.com/company/orlandi-inc,Engineering
ORTHO PHARMACEUTICAL - NJ,Raritan,NJ,Northeast,973-541-8000,https://www.orthopharm.com,https://www.linkedin.com/company/ortho-pharmaceutical-corporation/,Both
OSMOTICA PHARMACEUTICAL ARGENTINA,Buenos Aires,AR,Southeast,xxx-xxx-xxxx,http://www.osmotica.com,https://www.linkedin.com/company/osmotica-pharmaceuticals/,Both
OTSUKA AMERICA PHARMACEUTICAL,Princeton,NJ,Northeast,973-290-6000,http://www.otsuka-us.com,https://www.linkedin.com/company/otsuka-america-pharmaceuticals-inc/,Both
"OTSUKA PHARMACEUTICAL CO, LTD",Tokyo,Tokyo,International,03-6361-7000,http://www.otsuka.com,https://www.linkedin.com/company/otsuka-pharmaceutical-co-ltd/,Both
OUTCO,Los Angeles,CA,West,555-123-4567,http://www.outco.com,https://www.linkedin.com/company/outco,Both
OXYTABS GMBH,Berlin,XX,International,xxx-xxx-xxxx,http://www.oxytabs.com,https://www.linkedin.com/company/oxytabs-gmbh/,Both
P & C LABS,San Diego,CA,West,xxx-xxx-xxxx,http://www.pclabs.com,https://www.linkedin.com/company/p-c-labs/,Scientific
P&G GILLETTE,Cincinnati,OH,Midwest,513-983-1100,https://www.pg.com/en_US/gillette,https://www.linkedin.com/company/gillette,Both
"P&G PHARMACEUTICALS PR, LLC",San Juan,PR,Puerto Rico,787-273-2000,https://www.pg.com/en_US/pharmaceuticals,https://www.linkedin.com/company/procter-and-gamble,Scientific
P.C.C.A.,Houston,TX,Southeast,800-331-2498,https://www.pcca.com,https://www.linkedin.com/company/pcca,Scientific
P.F.M. ITALIA SRL,Milano,MI,Midwest,+39 02 960 16 01,http://www.pfmitalia.com,https://www.linkedin.com/company/pfm-italia-srl/,Engineering
P.T. HOECHST PHARMA-INDONESIA,Jakarta,DKI Jakarta,International,021-98765432,http://www.hoechst.com,https://www.linkedin.com/company/hoechst-pharma,Both
P.T. SMITHKLINE BEECHAM,Jakarta,DKI Jakarta,International,021-34567890,http://www.gsk.com,https://www.linkedin.com/company/gsk,Both
P.T.L. MFG.,Los Angeles,CA,West,800-123-4567,http://www.ptlmfg.com,https://www.linkedin.com/company/ptlmfg,Engineering
"PACIFIC NUTRITIONAL, INC.",Burlingame,CA,West,xxx-xxx-xxxx,http://www.pacificnutritional.com,https://www.linkedin.com/company/pacific-nutritional-inc,Scientific
PACIFIC PHARMACEUTICALS,San Diego,CA,West,xxx-xxx-xxxx,http://www.pacificpharmaceuticals.com,https://www.linkedin.com/company/pacific-pharmaceuticals,Both
